,0.0001,0.001,0.01,0.1,0.2,0.3,0.5,0.75,1
0,5056.0,4976.0,4966.0,4546.0,3986.0,3475.0,2459.0,1312.0,0.0
1,5056.0,4975.0,4971.0,4598.0,4194.0,3935.0,3866.0,4009.0,4960.0
2,5055.0,4984.0,5127.0,5978.0,6491.0,6624.0,6548.0,5969.0,5040.0
3,5055.0,5028.0,5440.0,7602.0,7526.0,6791.0,4791.0,2449.0,0.0
4,5055.0,5089.0,5913.0,8231.0,6959.0,5740.0,3941.0,3264.0,4960.0
5,5055.0,5197.0,6535.0,8043.0,6402.0,5397.0,5052.0,5581.0,5040.0
6,5055.0,5340.0,7221.0,7682.0,6366.0,5820.0,5312.0,3325.0,0.0
7,5056.0,5505.0,7940.0,7385.0,6615.0,6155.0,4678.0,3128.0,4960.0
8,5062.0,5705.0,8548.0,7249.0,6807.0,6005.0,4693.0,5008.0,5040.0
9,5071.0,5934.0,8977.0,7243.0,6757.0,5897.0,5048.0,3855.0,0.0
10,5089.0,6201.0,9216.0,7291.0,6701.0,5922.0,4921.0,3280.0,4960.0
11,5107.0,6490.0,9307.0,7347.0,6695.0,5953.0,4788.0,4504.0,5040.0
12,5132.0,6805.0,9335.0,7428.0,6660.0,5992.0,4955.0,4093.0,0.0
13,5160.0,7143.0,9324.0,7497.0,6613.0,6016.0,4974.0,3514.0,4960.0
14,5191.0,7454.0,9263.0,7528.0,6624.0,5982.0,4883.0,4148.0,5040.0
15,5232.0,7758.0,9199.0,7578.0,6636.0,5939.0,4967.0,4155.0,0.0
16,5287.0,8079.0,9102.0,7466.0,6695.0,5903.0,4971.0,3687.0,4960.0
17,5344.0,8393.0,9014.0,7383.0,6714.0,6008.0,4839.0,3952.0,5040.0
18,5402.0,8688.0,8931.0,7386.0,6758.0,6080.0,4895.0,4227.0,0.0
19,5472.0,8932.0,8851.0,7403.0,6670.0,6015.0,4937.0,3847.0,4960.0
20,5542.0,9110.0,8792.0,7410.0,6532.0,5918.0,4833.0,3820.0,5040.0
21,5615.0,9259.0,8737.0,7477.0,6555.0,5926.0,4825.0,4136.0,0.0
22,5682.0,9381.0,8656.0,7589.0,6711.0,5969.0,4956.0,3979.0,4960.0
23,5755.0,9467.0,8611.0,7554.0,6784.0,5986.0,4904.0,3809.0,5040.0
24,5821.0,9527.0,8554.0,7526.0,6666.0,6004.0,4800.0,4008.0,0.0
25,5894.0,9570.0,8492.0,7504.0,6570.0,5985.0,4864.0,4074.0,4960.0
26,5972.0,9600.0,8425.0,7488.0,6606.0,5967.0,4916.0,3876.0,5040.0
27,6065.0,9623.0,8378.0,7442.0,6706.0,6000.0,4913.0,3890.0,0.0
28,6157.0,9638.0,8357.0,7458.0,6695.0,5965.0,4939.0,4039.0,4960.0
29,6257.0,9641.0,8331.0,7441.0,6648.0,5917.0,4953.0,3963.0,5040.0
30,6361.0,9649.0,8306.0,7432.0,6614.0,5994.0,4819.0,3900.0,0.0
31,6454.0,9647.0,8272.0,7406.0,6634.0,6125.0,4879.0,4008.0,4960.0
32,6550.0,9643.0,8254.0,7465.0,6759.0,5997.0,4935.0,4015.0,5040.0
33,6639.0,9640.0,8249.0,7471.0,6804.0,5984.0,4858.0,3973.0,0.0
34,6723.0,9637.0,8210.0,7481.0,6698.0,5952.0,4855.0,3991.0,4960.0
35,6793.0,9625.0,8192.0,7486.0,6638.0,5997.0,4873.0,3991.0,5040.0
36,6861.0,9615.0,8191.0,7412.0,6653.0,5999.0,4893.0,3993.0,0.0
37,6928.0,9608.0,8170.0,7384.0,6666.0,6072.0,4891.0,3981.0,4960.0
38,7000.0,9599.0,8172.0,7351.0,6671.0,6060.0,4926.0,3975.0,5040.0
39,7069.0,9593.0,8159.0,7368.0,6670.0,5951.0,4968.0,3980.0,0.0
40,7140.0,9578.0,8127.0,7389.0,6626.0,5835.0,4890.0,3992.0,4960.0
41,7222.0,9562.0,8121.0,7433.0,6681.0,5965.0,4856.0,3938.0,5040.0
42,7305.0,9554.0,8121.0,7454.0,6705.0,6146.0,4910.0,3921.0,0.0
43,7398.0,9546.0,8122.0,7474.0,6662.0,6024.0,4952.0,3994.0,4960.0
44,7504.0,9537.0,8130.0,7443.0,6623.0,5878.0,4956.0,3990.0,5040.0
45,7610.0,9528.0,8131.0,7418.0,6626.0,5988.0,4875.0,3979.0,0.0
46,7712.0,9522.0,8147.0,7425.0,6629.0,6005.0,4833.0,3999.0,4960.0
47,7810.0,9517.0,8154.0,7424.0,6555.0,6009.0,4953.0,3994.0,5040.0
48,7904.0,9513.0,8157.0,7373.0,6559.0,5997.0,4928.0,3942.0,0.0
49,7980.0,9508.0,8174.0,7382.0,6559.0,6040.0,4860.0,3950.0,4960.0
50,8058.0,9497.0,8194.0,7452.0,6628.0,5951.0,4911.0,4016.0,5040.0
51,8135.0,9484.0,8224.0,7569.0,6680.0,5871.0,4948.0,3965.0,0.0
52,8216.0,9475.0,8289.0,7596.0,6612.0,5938.0,4886.0,3962.0,4960.0
53,8294.0,9469.0,8318.0,7567.0,6593.0,6063.0,4928.0,4006.0,5040.0
54,8364.0,9458.0,8338.0,7463.0,6643.0,6016.0,4893.0,3968.0,0.0
55,8428.0,9449.0,8328.0,7402.0,6599.0,5895.0,4876.0,4019.0,4960.0
56,8500.0,9434.0,8328.0,7355.0,6605.0,5894.0,4917.0,3955.0,5040.0
57,8563.0,9423.0,8317.0,7412.0,6574.0,5939.0,4979.0,3878.0,0.0
58,8624.0,9419.0,8328.0,7440.0,6594.0,5936.0,4830.0,4039.0,4960.0
59,8679.0,9408.0,8322.0,7434.0,6645.0,5919.0,4796.0,4000.0,5040.0
60,8721.0,9398.0,8287.0,7457.0,6651.0,5968.0,4905.0,3926.0,0.0
61,8762.0,9388.0,8277.0,7464.0,6684.0,6036.0,4915.0,4024.0,4960.0
62,8800.0,9380.0,8274.0,7471.0,6658.0,6015.0,4850.0,4007.0,5040.0
63,8832.0,9369.0,8280.0,7442.0,6685.0,5921.0,4993.0,3917.0,0.0
64,8863.0,9360.0,8296.0,7444.0,6672.0,5987.0,4956.0,3931.0,4960.0
65,8887.0,9346.0,8321.0,7437.0,6582.0,6032.0,4787.0,4044.0,5040.0
66,8914.0,9339.0,8320.0,7408.0,6560.0,6018.0,4788.0,3942.0,0.0
67,8933.0,9330.0,8318.0,7348.0,6631.0,6004.0,4886.0,3915.0,4960.0
68,8963.0,9320.0,8326.0,7370.0,6735.0,5942.0,5030.0,4013.0,5040.0
69,8978.0,9309.0,8306.0,7448.0,6750.0,5979.0,4884.0,3951.0,0.0
70,8992.0,9304.0,8293.0,7527.0,6664.0,6075.0,4781.0,3925.0,4960.0
71,9012.0,9297.0,8288.0,7553.0,6597.0,6102.0,4920.0,4022.0,5040.0
72,9030.0,9288.0,8303.0,7502.0,6580.0,5991.0,5035.0,4055.0,0.0
73,9052.0,9284.0,8353.0,7371.0,6682.0,5958.0,4892.0,3876.0,4960.0
74,9079.0,9272.0,8362.0,7334.0,6706.0,5938.0,4789.0,3920.0,5040.0
75,9109.0,9264.0,8368.0,7361.0,6746.0,5930.0,4844.0,4048.0,0.0
76,9135.0,9255.0,8381.0,7437.0,6678.0,6003.0,4871.0,3946.0,4960.0
77,9164.0,9250.0,8390.0,7450.0,6738.0,5953.0,4920.0,3952.0,5040.0
78,9190.0,9240.0,8411.0,7459.0,6691.0,5946.0,4930.0,4088.0,0.0
79,9217.0,9235.0,8419.0,7400.0,6660.0,5993.0,4900.0,3936.0,4960.0
80,9244.0,9236.0,8431.0,7397.0,6630.0,5987.0,4905.0,3924.0,5040.0
81,9275.0,9235.0,8421.0,7441.0,6616.0,5965.0,4956.0,4029.0,0.0
82,9306.0,9225.0,8431.0,7475.0,6639.0,5889.0,4907.0,3938.0,4960.0
83,9333.0,9223.0,8402.0,7464.0,6752.0,5872.0,4915.0,3947.0,5040.0
84,9362.0,9210.0,8403.0,7484.0,6736.0,5983.0,4948.0,4023.0,0.0
85,9395.0,9203.0,8383.0,7489.0,6654.0,5986.0,5004.0,3955.0,4960.0
86,9429.0,9195.0,8364.0,7507.0,6604.0,5975.0,4971.0,3911.0,5040.0
87,9453.0,9191.0,8338.0,7493.0,6627.0,5989.0,4876.0,4034.0,0.0
88,9469.0,9185.0,8328.0,7459.0,6660.0,5909.0,4860.0,4004.0,4960.0
89,9480.0,9178.0,8331.0,7452.0,6707.0,5913.0,4932.0,3914.0,5040.0
90,9496.0,9172.0,8309.0,7402.0,6703.0,5988.0,4996.0,3983.0,0.0
91,9506.0,9162.0,8303.0,7390.0,6670.0,6058.0,4868.0,4062.0,4960.0
92,9518.0,9156.0,8276.0,7420.0,6580.0,6013.0,4772.0,3969.0,5040.0
93,9534.0,9149.0,8256.0,7448.0,6547.0,5888.0,4890.0,3866.0,0.0
94,9544.0,9143.0,8222.0,7457.0,6594.0,5948.0,4981.0,3986.0,4960.0
95,9548.0,9139.0,8206.0,7472.0,6650.0,5959.0,4849.0,4025.0,5040.0
96,9559.0,9135.0,8205.0,7452.0,6670.0,5968.0,4925.0,3980.0,0.0
97,9572.0,9125.0,8225.0,7458.0,6679.0,5863.0,4986.0,3965.0,4960.0
